"Post text","Comments","Reposts","Likes","Bookmarks","Views","Date and time","Handle @...","URL"
"It only takes a month to change your life forever. Your life changes for the better once you get into the habit of something that will move you forward. It won’t make it millions, but it changes who you become at the end of it.","38","10","94","7","2105","2026-06-04T23:46:34.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062682452133294502"
"You are not burnt out from working too much. You are burnt out because you never actually rest. Every break often comes with guilt in entrepreneurship. You end up feeling behind. But you can’t do shit when you can’t even think. Rest makes you work better in 2 hours than","32","7","64","6","1301","2026-06-04T22:07:14.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062657455163613500"
"Drink some fucking water!","29","5","61","1","1545","2026-06-04T19:48:20.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062622501532737723"
"Good evening yall! Good news! Just got my residency to Mexico extended! Viva Mexico!","95","7","246","2","7742","2026-06-04T19:35:52.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062619362851250408"
"Having a skill is not the problem. Everyone has one. Copywriting. Web design. Consulting. Video editing. The hard part is your first client. After that, the rest get easier. Step 1. Create 5 samples. Write 5 emails. Edit 5 videos. People care about results, not your","25","5","57","17","1617","2026-06-04T14:50:58.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062547667209662729"
"You already have a personal brand. You did not choose to have one. But you do get to choose what happens. You can grow it, build a real audience around it, and turn it into consistent income and freedom. Or you can leave slowly in the background while you work at your shit","41","9","94","7","2336","2026-06-04T14:09:41.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062537276819648740"
"Written content costs nothing to create. But the upside is millions. Right now it’s one of easiest times to build an audience from scratch. In 3-5 years competition will double and returns will shrink fast (especially with AI). The people who start today will own the market","33","6","67","6","1441","2026-06-04T09:05:36.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062460752774983894"
"You don't stop learning after school ends. You continue learning until the day you are 6 feet under. If you stop learning, you stop living in my option. So keep on doing it, big or small honestly.","49","9","93","3","1748","2026-06-04T08:24:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062450312623878645"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","1","0","705","2026-06-04T07:19:06.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062433949037531240"
"Don't ever be ashamed of anything you did in your life. Face it, fix it, make it better. Build belief, built confidence, to the point where nothing can hurt you.","78","14","132","13","2641","2026-06-04T07:17:53.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062433642509435034"
"According to food label portion sizes: The average single American eats for a family of 8 in one sitting.","7","0","19","0","865","2026-06-04T06:43:52.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062425082081808887"
"If you are young and healthy: You should be working as much as you can. They hate you for saying you don’t have a “balance”. My current life is work and sleep. Ask anyone. Freedom isn’t cheap. Posting 6 times doesn’t solve anything. Solution: give yourself 5 years to work.","59","13","128","5","2490","2026-06-04T06:15:55.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062418047474778577"
"When you start chasing money, you'll soon find to be in an endless cycle. Instead you need to create value and attract people to give you money. So start chasing solutions, money will come naturally.","35","11","92","5","1503","2026-06-04T05:51:00.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062411780316381680"
"To speak better: Write daily. Read aloud. Tackle harder books. Cut fillers (um, like, uh). Collect quotes and stories worth reading. Do this consistently and your energy will do the rest.","50","5","99","7","1776","2026-06-04T05:09:44.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062401393693278554"
"Every unsuccessful person I know believes the game is rigged. Every successful person I know believes the game is rigged and learns to play it. So the game isn’t the issue, it’s the mind.","44","6","83","4","1108","2026-06-04T02:17:25.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062358027261604331"
"I’ll follow you if I feel like it, don’t DM me forcing trying to convince me or anyone. If anything you just ruined a possible relationship. This goes for everyone, not just me either. What version of reality do you think that will work? Not to mention this is prob ban able.","35","6","66","1","2693","2026-06-04T00:17:11.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062327769988575651"
"Turn your life into GTA. Make money. Do what you want. Own your freedom. Don’t listen to anyone. Maybe stay away from running people over. (I’m not responsible for your choices). So let’s make this shit happen! Who’s with me?","43","10","68","9","1345","2026-06-03T22:55:13.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062307143743574408"
"Make everything your fault. You'll realize that winning is also your fault.","48","18","134","9","1821","2026-06-03T21:47:17.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062290046409920953"
"I’ve noticed something interesting. One-liners are dying on X. 3 observations: 1. My feed is packed with more value than ever. Video, long-form, quality content everywhere. 2. I tested one-liners intentionally. They’re getting 1/4 of the engagement they used to. 3. Long-form","55","9","126","14","4757","2026-06-03T20:23:36.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062268985949782185"
"Spend $500 on a night out. Nobody cares. Spend $500 on a course/mentor. “Too risky.” The problem isn’t the money. It’s mindset.","46","7","81","4","1912","2026-06-03T19:45:26.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062259381274566790"
"Being kind costs nothing. A smile costs nothing. A handshake costs nothing. Saying hello costs nothing. Yet most people act like they can’t afford it.","76","23","180","11","3687","2026-06-03T15:32:20.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062195687425556553"
"Reality check : People more successful than you, work harder than you. If you don't put in the same reps, don't complain.","76","16","152","5","2951","2026-06-03T14:48:17.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062184601213116809"
"If you fear AI about taking your job. Then you don't understand it's true power. AI is a tool, not a human being.","42","4","74","1","1763","2026-06-03T14:39:21.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062182352919433251"
"Start earning on X;","0","0","2","0","285","2026-06-03T07:18:21.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062071373762121838"
"You’re broke because your brain is fried. Netflix, Porn, Junk Food, News. It gives you fake dopamine over money. The “high” from making money IS the same. So your brain doesn’t see a reason to work. So instead it makes you lazy. Embrace discomfort always.","49","9","113","12","2819","2026-06-03T07:17:18.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062071108782756088"
"New job? Say nothing. New car? Say nothing. New win? Say nothing. New client? Say nothing. New house? Say nothing. The people who aren’t moving don’t celebrate your wins. They study them.","65","15","136","15","2535","2026-06-03T06:48:59.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062063984807760343"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","4","0","350","2026-06-03T06:09:06.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062053946248560858"
"If you want to earn more money: Do more favors. Expect nothing in return. Give it 6 months. Watch life changing opportunities fall onto your lap.","85","17","188","15","3688","2026-06-03T06:06:33.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062053302481596564"
"Manifestation is real. Talk to God. And always speak highly of yourself & everything around you.","104","25","256","13","3737","2026-06-03T04:56:14.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2062035609414209683"
"Learn from failure: 1. Write down what went wrong clearly. 2. Identify one change to improve next time. 3. Share lessons with someone for perspective.","31","5","63","5","1145","2026-06-03T02:23:23.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061997142814736845"
"I bet $10,000 that communities will still be here within the next 72 hours.","12","4","33","0","2606","2026-06-03T00:52:40.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061974311825465423"
"Be content but never satisfied. Enjoy your life but also be hungry for growth. Play and have fun, but be determined when is time to put in the work.","33","8","75","5","1388","2026-06-02T23:30:58.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061953753830293664"
"Trying to make as much money as possible made me broke. Trying to help as many people as possible made me rich. People underestimate the power of having the right intentions.","51","8","118","11","2441","2026-06-02T21:48:43.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061928021129331188"
"Don't get so dedicated to the hustle to the point where you forget to live. Gurus will tell you to cut off friends, Stop going out and to work 24/7. Yes, dedicate yourself to success. But please, Learn to enjoy your life.","73","11","155","14","2987","2026-06-02T20:22:41.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061906369033236729"
"Unpopular option: If you’re unknown. Your skills don’t matter. Build an audience first.","143","20","285","16","7516","2026-06-02T19:40:14.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061895684509315429"
"Running out of ideas for content? This is just a reminder to repurpose content. As you grow your audience also grows. This is good to get more people aware of you.","35","5","59","3","5001","2026-06-02T17:49:40.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061867860041855167"
"The best marketing you can do for future clients. Is doing an amazing job for your current clients. Word of mouth has closed me the biggest deals. So always under promise but over deliver.","45","6","89","7","2142","2026-06-02T07:24:16.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061710475168002146"
"Post Post Post Post the fricken content bro. Nobody will ever post it for you. Promote, market and introduce yourself.","67","8","121","3","2383","2026-06-02T06:49:54.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061701826383073787"
"""You could also engage on X and make massive money."" Is this even true?","77","7","125","3","3146","2026-06-02T02:44:17.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061640015457734850"
"The strongest follow-up never says “just following up.” Deliver fresh value and disappear. •  Send a relevant case study •  Share a useful example of your work •  Give something helpful Skip the “Hey, checking in” message. It annoys everyone.","17","3","58","5","1291","2026-06-01T23:02:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061584251842109456"
"The goal was never to become rich in order to work more. The goal was freedom, peace, and time back.","84","18","208","10","3702","2026-06-01T20:39:05.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061548107549098436"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","2","0","312","2026-06-01T20:06:45.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061539972675494100"
"A ""flop tweet"" isn't a failure. You're not an influencer. You're an entrepreneur. You’re not building for likes. You're building a business. Think bigger.","81","11","166","9","6572","2026-06-01T20:06:09.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061539821382742334"
"When I lost 150 pounds. (Yes really) My life changed dramatically: •I stopped snoring •More women started to approach me •My confidence grew as a result •My discipline went up 10x Being healthy isn't just to survive. Being healthy should be about thriving.","27","4","85","2","1858","2026-06-01T19:26:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061529746165424294"
"Good morning everyone! Let’s get Monday and June started strong. GM","65","4","104","2","1725","2026-06-01T17:23:29.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061498886091358308"
"Don't live the same year 75 times and call that life. >Travel >Take risks >Build a business >Share your hobbies Exploration is what makes life worth living.","38","9","92","10","1952","2026-06-01T17:00:10.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061493016548802792"
"Even as a solopreneur I am never truly alone. You go fast alone, but you go far together.","55","12","121","9","2162","2026-06-01T16:45:48.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061489400433791423"
"If you don’t take risks someone else will and they’ll take your market share too.","43","7","88","2","1682","2026-06-01T12:02:30.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061418104706457749"
"A wise kid once said: Over 50M people watch the WNBA yearly. But bro, Do you know anybody who watches that shit? You still think you can’t get together 100,000 people? Get to work, you’ve got this.","16","1","36","0","1176","2026-06-01T09:40:37.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061382399548616728"
"One thing you’ll never regret? Making more money.","54","10","110","3","3294","2026-06-01T09:26:11.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061378767549870172"
"Avoid people who never admit when they’re wrong It’s like talking to a brick wall","46","8","109","6","2826","2026-06-01T09:13:53.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061375673260757186"
"We’re taught entrepreneurship is risky AF. Then you start: No money personal brand. No money for skill-building. No money for networking. What do you have to lose? Turns out the REAL risk is NOT starting.","46","3","83","4","1523","2026-06-01T09:01:05.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061372449497690591"
"Get work done, but live your life. If you watch Netflix, you’re not stupid If you play video games, you’re not a loser If you wake up after 6AM, you’re not lazy Just make sure the work gets done first.","77","20","146","9","2607","2026-06-01T08:41:02.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061367406283391184"
"Someone is doing the exact same thing as you. But for themselves instead of a boss. Making an income that is decided by value, not time.","15","4","34","3","2142","2026-06-01T08:33:48.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061365585116643701"
"Rome was not built in a day. Infact it took 1062 years to build. Yet you DARE to sit there and complain that you made no money after just 2 weeks. Loser mentality","49","13","122","8","2451","2026-06-01T07:58:59.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061356821487538674"
"The best client I landed this year? No email. No call. No pitch deck. Just 3 weeks of posts. A few comments back and forth. One DM. X is the cheat code.","25","3","68","5","1647","2026-06-01T07:44:42.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061353227887456499"
"Stop losing deals you should have won. I show you exactly how to turn conversations into paying clients.","1","1","26","0","1011","2026-06-01T07:21:07.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061347292427260139"
"Telling a client what you do is not selling. Nobody gives af if you’re a web designer. Showing them what their life looks like after working with you is. Being able to in-vision their outcome is the dream.","22","1","40","2","874","2026-06-01T07:19:40.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061346927434764433"
"One time purchase — Build your brand and get clients:","0","0","2","0","216","2026-06-01T07:08:41.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061344166601208068"
"You’re not being “too much” You’re being too quiet. So be more annoying: - Send the DM first. - Make the call they’re avoiding. - Ask the dumb question. - Knock again. - Post again. - Offer again. Comfy people don’t get what they’re praying for. Hungry people do.","25","7","56","5","1136","2026-06-01T07:06:39.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061343654321541158"
"Writing is so funny in 2026: 95% is just AI. 4% is Research… mostly with AI 1% is actual writing… It’s not cheating, it’s leverage.","27","3","53","4","945","2026-06-01T06:51:28.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061339832689836516"
"My respect goes out to those grinding alone. working, studying, going to the gym and having values that don't fit in with the crowd. I promise your sacrifices and focus will pay off, it's only a matter of time before you come up.","60","15","126","7","1753","2026-06-01T06:42:32.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061337584974918008"
"This feature has honestly has become one of the best features in the history of X. I don’t wanna hear anyone telling me: “But Kevin I can’t find people to send my offer to within my niche” That barrier has been killed off with this toggle setting. SEND MORE OFFERS!","15","5","39","6","906","2026-06-01T06:28:52.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061334142978060382"
"Stuck getting Clients in any skill? Scripts, offer, position. One time, all here: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","1","0","5","0","229","2026-06-01T05:59:39.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061326792732946600"
"Cold calling is a numbers game. But DMs are a trust game. You win by: Posting what you know. Commenting to the right audience. Reaching out when it’s hot. That’s the whole playbook. But finding people is the hard part:","24","2","76","2","1544","2026-06-01T05:59:18.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061326702932799489"
"Gratitude HACK: The fastest way to feel abundant is to thank God for EVERYTHING you already have.","43","12","114","3","1889","2026-06-01T05:38:48.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061321546086400206"
"Get your first $1,000/month client: https:// stan.store/KevinSzabo14/p /client-closing-blueprint …￼","0","0","3","0","207","2026-06-01T04:55:39.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061310683996733839"
"Perfectionism is a form of self-sabotage. It tricks you into believing that you can't start unless everything is flawless. Constantly waiting for the perfect time, skills, or plan, which verily ever comes. This is your sign to just start now and learn as you go.","50","15","92","4","1988","2026-06-01T04:54:05.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061310293754404946"
"In 2 years. My strategy has not changed. Post > Promote > Sell > Call > Close Only one thing has changed, price increases. At this rate it’s not just hustle, it’s systems.","22","2","69","9","1533","2026-06-01T04:37:13.000Z","'@KevinSzabo14","https://x.com/KevinSzabo14/status/2061306049081086302"
